LONGITUDE,LATITUDE,LONDEC,LATDEC,REGIONAL,FOLIOREG,TITULAR,ESTADO,MUPIO,USO_SUB,CVE_ACUHOM,ACU_SUBHOM,VOL_CONS,NUM,KML_STYLE
"105° 52' 07.0000"" W","28° 51' 13.0000"" N",-105.8686111,28.85361111,6,06CHI135610/24AMGE00,MARIA DEL REFUGIO NAVARRETE FLORES,8,2,AGRICOLA,836,ALDAMA-SAN DIEGO,54000,1,point1
"106° 16' 40.0000"" W","28° 56' 45.0000"" N",-106.2777778,28.94583333,6,06CHI135612/24AMGE00,JESUS ARMANDO LERMA SANCHEZ,8,19,AGRICOLA,830,CHIHUAHUA-SACRAMENTO,240000,1,point1
"106° 40' 42.0000"" W","28° 38' 25.0000"" N",-106.6783333,28.64027778,6,06CHI135752/34AMGE00,CARLOS CORRAL ROBLES,8,54,AGRICOLA,805,CUAUHTEMOC,120000,1,point1
"106° 40' 58.0000"" W","28° 39' 03.0000"" N",-106.6827778,28.65083333,6,06CHI135753/34AMGE00,CARLOS CORRAL ROBLES,8,54,AGRICOLA,805,CUAUHTEMOC,80000,1,point1
"106° 40' 26.0000"" W","28° 38' 54.0000"" N",-106.6738889,28.64833333,6,06CHI135754/34AMGE00,CARLOS CORRAL ROBLES,8,54,AGRICOLA,805,CUAUHTEMOC,120000,1,point1
"106° 52' 54.3000"" W","28° 25' 17.0000"" N",-106.88175,28.42138889,6,06CHI135871/34CMGE00,CARLOS CORRAL ROBLES,8,17,DOMESTICO,805,CUAUHTEMOC,1500,1,point1
"106° 35' 10.0000"" W","27° 50' 00.0000"" N",-106.5861111,27.83333333,6,06CHI135988/24APGE01,FELIPE BEJARANO GUERRA,8,57,AGRICOLA,838,ALTO RIO SAN PEDRO,6000,1,point1
"106° 59' 29.0000"" W","28° 26' 28.0000"" N",-106.9913889,28.44111111,6,06CHI136023/34AMGE01,CARLOS CORRAL ROBLES,8,17,AGRICOLA,805,CUAUHTEMOC,200000,1,point1
"105° 50' 54.0000"" W","28° 49' 47.0000"" N",-105.8483333,28.82972222,6,06CHI138001/24AMGE04,ROQUE RUBIO MARQUEZ,8,2,AGRICOLA,836,ALDAMA-SAN DIEGO,138000,1,point1
"105° 28' 25.0000"" W","28° 06' 45.0000"" N",-105.4736111,28.1125,6,06CHI139515/24AMDL09,AGROPECUARIA CADENA HERMANOS; S.P.R. DE R.L.,8,62,AGRICOLA,831,MEOQUI-DELICIAS,330000,1,point1
"105° 27' 14.0000"" W","28° 06' 56.0000"" N",-105.4538889,28.11555556,6,06CHI139525/24AMDL09,AGROPECUARIA CADENA HERMANOS; S.P.R. DE R.L.,8,62,AGRICOLA,831,MEOQUI-DELICIAS,240000,1,point1
"105° 57' 25.0000"" W","28° 38' 18.0000"" N",-105.9569444,28.63833333,6,A2CHI101124/24AMGE95,EJ. AQUILES SERDAN GRUPO 1,8,4,AGRICOLA,835,TABALAOPA-ALDAMA,252000,1,point1
"106° 13' 10.0000"" W","28° 53' 05.0000"" N",-106.2194444,28.88472222,6,A2CHI101160/24AMGE95,JORGE JESUS VALDEZ,8,19,AGRICOLA,830,CHIHUAHUA-SACRAMENTO,23976,1,point1
"106° 17' 49.0000"" W","29° 01' 03.0000"" N",-106.2969444,29.0175,6,A2CHI101345/34AMGE95,JOSE RAFAEL PIZARRO CHAVEZ,8,19,AGRICOLA,807,EL SAUZ-ENCINILLAS,270000,1,point1
"107° 52' 18.0000"" W","30° 24' 30.0000"" N",-107.8716667,30.40833333,6,A2CHI101425/34AMGE95,BERNARDO ANTONIO PRADO AGUILAR Y/O JORGE EDUARDO PRADO AGUILAR,8,50,AGRICOLA,806,CASAS GRANDES,240000,1,point1
"108° 18' 26.0000"" W","30° 48' 09.0000"" N",-108.3072222,30.8025,6,A2CHI102516/34AMGE95,ERNESTO CALDERON CORRAL,8,17,AGRICOLA,808,JANOS,329472,1,point1
"107° 00' 18.0000"" W","28° 47' 10.0000"" N",-107.005,28.78611111,6,A2CHI102891/34IMGE95,JACOBO BUECKERT HIEBERT,8,17,MULTIPLES,805,CUAUHTEMOC,12222,1,point1
"105° 20' 24.0000"" W","27° 07' 35.0000"" N",-105.34,27.12638889,6,A2CHI105074/24APGE95,C. EJIDO EL DORADO,8,3,AGRICOLA,832,JIMENEZ-CAMARGO,30000,1,point1
"107° 25' 30.0000"" W","29° 12' 25.0000"" N",-107.425,29.20694444,6,A2CHI105096/34AMGE95,RAFAEL Y MIGUEL ANGEL DELGADO SAENZ,8,48,AGRICOLA,822,SANTA CLARA,120000,1,point1
"107° 31' 10.0000"" W","29° 01' 10.0000"" N",-107.5194444,29.01944444,6,A2CHI105223/34AMGE95,JOSEFINA ERIVES DE NEUFELD,8,48,AGRICOLA,803,BAJA BABICORA,150000,1,point1
"105° 36' 31.0000"" W","26° 49' 16.0000"" N",-105.6086111,26.82111111,6,A2CHI106023/24IPGE95,PAUL HENRIC CHAVEZ,8,44,MULTIPLES,834,PARRAL-VALLE DEL VERANO,8029,1,point1
"105° 36' 42.0000"" W","26° 48' 59.0000"" N",-105.6116667,26.81638889,6,A2CHI106025/24IPGE95,PAUL HENRIC CHAVEZ,8,44,MULTIPLES,834,PARRAL-VALLE DEL VERANO,8029,1,point1
"105° 35' 42.0000"" W","26° 49' 55.0000"" N",-105.595,26.83194444,6,A2CHI106026/24IPGE95,PAUL HENRIC CHAVEZ,8,44,MULTIPLES,834,PARRAL-VALLE DEL VERANO,8029,1,point1
"107° 24' 10.0000"" W","29° 15' 30.0000"" N",-107.4027778,29.25833333,6,A2CHI106879/34AMGE96,MERCEDES TRILLO DE SIGALA,8,48,AGRICOLA,803,BAJA BABICORA,48000,1,point1
"107° 07' 21.0000"" W","28° 46' 40.0000"" N",-107.1225,28.77777778,6,A2CHI107172/34AMGE95,FRANCISCO PETERS BERGEN,8,17,AGRICOLA,805,CUAUHTEMOC,153252,1,point1
"107° 55' 43.0000"" W","30° 40' 52.0000"" N",-107.9286111,30.68111111,6,A2CHI109249/34AMGR96,JACOB REMPEL FRIESSEN,8,50,AGRICOLA,806,CASAS GRANDES,120000,1,point1
"107° 55' 19.0000"" W","30° 43' 12.0000"" N",-107.9219444,30.72,6,A2CHI109329/34AMGR96,JOHAN DYCK WIEBE,8,50,AGRICOLA,806,CASAS GRANDES,180000,1,point1
"105° 27' 33.0000"" W","28° 06' 56.0000"" N",-105.4591667,28.11555556,6,A2CHI110145/24AMGE96,CARLOS BAEZA TORRES Y SOCIOS,8,62,AGRICOLA,831,MEOQUI-DELICIAS,300000,1,point1
"105° 20' 06.0000"" W","27° 52' 25.0000"" N",-105.335,27.87361111,6,06CHI128466/24GPGE99,HERACLIO BEJARANO SAENZ,8,62,PECUARIO,831,MEOQUI-DELICIAS,5000,1,point1
"105° 48' 05.0000"" W","29° 04' 45.0000"" N",-105.8013889,29.07916667,6,06CHI130133/24GMGE99,MANUEL MOLINAR RUEDA,8,2,PECUARIO,824,LAGUNA DE HORMIGAS,5475,1,point1
"105° 54' 06.0000"" W","31° 16' 07.0000"" N",-105.9016667,31.26861111,6,06CHI140159/24AMGC11,EJIDO EL PORVENIR GRUPO DIAZ N° 2,8,53,AGRICOLA,833,VALLE DE JUAREZ,140000,1,point1
"106° 03' 05.8000"" W","31° 21' 31.1000"" N",-106.0516111,31.35863889,6,06CHI140156/24AMGC10,MARÍA TERESA FIERRO RODELA,8,28,AGRICOLA,833,VALLE DE JUAREZ,70447,1,point1
"107° 31' 17.0000"" W","30° 00' 18.0000"" N",-107.5213889,30.005,6,06CHI140277/34AMDL11,JOEL NEFI LEBARON STUBSS,8,23,AGRICOLA,804,BUENAVENTURA,200000,1,point1
"107° 24' 17.7000"" W","28° 29' 05.7000"" N",-107.4049167,28.48491667,2,02CHI137541/09AMDL11,JORGE Y SALVADOR ACOSTA HERNANDEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,120000,1,point1
"107° 25' 05.0000"" W","28° 32' 33.0000"" N",-107.4180556,28.5425,2,02CHI139297/09AMDL11,ROSA ESTHER RUIZ ARAIZA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,28000,1,point1
"107° 27' 00.0000"" W","28° 34' 45.0000"" N",-107.45,28.57916667,2,02CHI104177/09AMDL07,HORACIO CORONADO AVITIA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,54000,1,point1
"107° 28' 39.0000"" W","28° 32' 31.0000"" N",-107.4775,28.54194444,2,02CHI106330/09AMGE06,ALONSO GARCIA CHACON,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,36000,1,point1
"108° 26' 20.0000"" W","28° 35' 16.0000"" N",-108.4388889,28.58777778,2,02CHI106522/09AMGE06,UNIDAD DE RIEGO EFRAIN OROZCO NUM. 2,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,102000,1,point1
"107° 26' 20.0000"" W","28° 35' 53.0000"" N",-107.4388889,28.59805556,2,02CHI106523/09AMGE06,UNIDAD DE RIEGO RANCHO LAS ALMUINAS,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,90000,1,point1
"107° 20' 15.0000"" W","28° 26' 34.0000"" N",-107.3375,28.44277778,2,02CHI106665/09AMGE00,CONCEPCION SOLANO ENRIQUEZ DE WOOKEE,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,120000,1,point1
"107° 25' 19.0000"" W","28° 31' 40.0000"" N",-107.4219444,28.52777778,2,02CHI106858/09AMGE00,UNIDAD DE RIEGO EJIDO BASUCHIL NUM. 2,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,150000,1,point1
"107° 13' 05.0000"" W","28° 27' 08.0000"" N",-107.2180556,28.45222222,2,02CHI115504/09AMGE98,OSCAR ARMANDO CORRAL PEREZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,120000,1,point1
"105° 08' 09.0000"" W","28° 23' 55.0000"" N",-105.1358333,28.39861111,2,02CHI121120/09AMGE98,JOSE JESUS MENA LOPEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,200000,1,point1
"107° 26' 28.0000"" W","28° 26' 50.0000"" N",-107.4411111,28.44722222,2,02CHI121384/09AMGE98,SIMON ANTILLON DIAZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,261917.82,1,point1
"107° 22' 27.0000"" W","28° 32' 48.0000"" N",-107.3741667,28.54666667,2,02CHI127616/09AMGE99,HERIBERTO VALDEZ ESTRADA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,320000,1,point1
"107° 28' 34.0000"" W","28° 35' 42.0000"" N",-107.4761111,28.595,2,02CHI127720/09AMGE99,GUSTAVO TERRAZAS ORTEGON,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,120000,1,point1
"107° 21' 30.1000"" W","28° 30' 16.0000"" N",-107.3583611,28.50444444,2,02CHI127723/09AQGE99,ARMANDO ARMENDARIZ CABALLERO,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,8000,1,point1
"107° 21' 30.0000"" W","28° 30' 16.1000"" N",-107.3583333,28.50447222,2,02CHI127724/09AQGE99,REYES ARMENDARIZ MORENO,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,16000,1,point1
"107° 25' 23.0000"" W","28° 33' 25.0000"" N",-107.4230556,28.55694444,2,02CHI127727/09AMGE05,SERGIO HUGO SALAIS FRIAS,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,180000,1,point1
"107° 16' 10.0000"" W","28° 23' 50.1000"" N",-107.2694444,28.39725,2,02CHI128270/09AMGE99,S.P.R. DE R.I. EL CHAYO,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,194200,1,point1
"107° 18' 00.1000"" W","28° 27' 57.0000"" N",-107.3000278,28.46583333,2,02CHI128320/09AMGE99,ILDEFONSO ACOSTA ESPARZA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,17000,1,point1
"107° 13' 59.0000"" W","28° 29' 30.0000"" N",-107.2330556,28.49166667,2,02CHI128502/09AMGE99,JOSE ELIZONDO ELIZONDO ; JOSE ELIZONDO SAUCEDO ; JUAN ELIZONDO SAUCEDO,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,333900,1,point1
"107° 29' 42.0000"" W","28° 19' 28.0000"" N",-107.495,28.32444444,2,02CHI128840/09AMGE99,FABIAN MENDOZA CASTILLO,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,272000,1,point1
"107° 14' 19.0000"" W","28° 26' 58.0000"" N",-107.2386111,28.44944444,2,02CHI128970/09AMGE99,JOSE ELIZONDO ELIZONDO Y/O GERARDO ELIZONDO SAUCEDO,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,292900,1,point1
"107° 14' 19.0000"" W","28° 26' 45.0000"" N",-107.2386111,28.44583333,2,02CHI128971/09AMGE99,JOSE ELIZONDO ELIZONDO Y/O GERARDO ELIZONDO SAUCEDO,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,292900,1,point1
"107° 27' 08.0000"" W","28° 34' 03.0000"" N",-107.4522222,28.5675,2,02CHI128987/09AMGE99,OSCAR LUIS PONS HERNANDEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,120000,1,point1
"107° 54' 17.0000"" W","29° 20' 54.0000"" N",-107.9047222,29.34833333,2,02CHI129283/34AMGE99,GRUPO POZO 1; COLONIA NICOLAS BRAVO,8,40,AGRICOLA,802,ALTA BABICORA,400000,1,point1
"107° 25' 00.0000"" W","28° 33' 46.0000"" N",-107.4166667,28.56277778,2,02CHI129810/09AMGE05,SERGIO HUGO SALAIS PEREZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,300000,1,point1
"107° 54' 49.0000"" W","29° 21' 12.0000"" N",-107.9136111,29.35333333,2,02CHI129928/34AMGE99,GRUPO POZO # 6; COLONIA NICOLAS BRAVO,8,40,AGRICOLA,802,ALTA BABICORA,400000,1,point1
"107° 25' 49.0000"" W","28° 33' 48.0000"" N",-107.4302778,28.56333333,2,02CHI132302/34AMGE99,EJIDO BASUCHIL; SECTOR DE TRABAJO IMPERIO,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,498000,1,point1
"107° 27' 09.0000"" W","28° 32' 59.0000"" N",-107.4525,28.54972222,2,02CHI132897/09AMGE99,ALFONSO GONZALEZ ALMUINA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,210000,1,point1
"107° 24' 50.0000"" W","28° 35' 40.0000"" N",-107.4138889,28.59444444,2,02CHI132901/09AMGE99,EJIDO PASCUAL OROZCO; GRUPO DEL POZO # 1,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,270000,1,point1
"107° 15' 41.0000"" W","28° 25' 31.0000"" N",-107.2613889,28.42527778,2,02CHI132910/09AMGE99,VIRGILIO CASALE ALMEIDA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,72000,1,point1
"107° 13' 22.0000"" W","28° 25' 19.0000"" N",-107.2227778,28.42194444,2,02CHI132950/09AMGE99,VIRGILIO CASALE ALMEIDA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,72000,1,point1
"107° 15' 58.0000"" W","28° 25' 20.0000"" N",-107.2661111,28.42222222,2,02CHI132951/09AMGE99,VIRGILIO CASALE ALMEIDA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,240000,1,point1
"107° 13' 50.0000"" W","28° 27' 08.0000"" N",-107.2305556,28.45222222,2,02CHI132989/09AMGE99,MARIA ALTAGRACIA YAPOR AGUAYO,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,200000,1,point1
"107° 34' 48.0000"" W","28° 35' 54.0000"" N",-107.58,28.59833333,2,02CHI133080/09CPGE99,CARLOS CHICHITZ MEDINA,8,31,DOMESTICO,860,GUERRERO-YEPOMERA,2000,1,point1
"107° 25' 40.0000"" W","29° 29' 58.0000"" N",-107.4277778,29.49944444,2,02CHI133226/09AMGE99,CARLOS ARTURO CERVANTES HERNANDEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,156600,1,point1
"107° 21' 30.0000"" W","28° 29' 01.0000"" N",-107.3583333,28.48361111,2,02CHI133518/09AQGE99,ISIDRO LIBRADO VENZOR BORJAS,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,18000,1,point1
"107° 26' 07.0000"" W","28° 36' 37.0000"" N",-107.4352778,28.61027778,2,02CHI133519/09AMGE99,FRANCISCO ARAGON FRIAS,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,420000,1,point1
"107° 14' 00.0000"" W","28° 21' 15.0000"" N",-107.2333333,28.35416667,2,02CHI133522/09AMGE99,BULMARO MEDELLIN DE LA PEÑA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,360000,1,point1
"107° 10' 05.0000"" W","28° 32' 00.0000"" N",-107.1680556,28.53333333,2,02CHI133523/09AMGE99,OSCAR JESUS Y MANUEL ARMANDO ENRIQUEZ LOYA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,300000,1,point1
"107° 20' 40.0000"" W","28° 30' 10.0000"" N",-107.3444444,28.50277778,2,02CHI133524/09AMGE99,EJIDO BASUCHIL; GRUPO LOMA COLORADA II; (POZO 8),8,31,AGRICOLA,860,GUERRERO-YEPOMERA,228000,1,point1
"107° 20' 48.0000"" W","28° 30' 30.1000"" N",-107.3466667,28.50836111,2,02CHI133527/09AMGE99,EJIDO BASUCHIL; GRUPO LOMA COLORADA # 1,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,228000,1,point1
"107° 28' 44.0000"" W","28° 31' 10.0000"" N",-107.4788889,28.51944444,2,02CHI134344/09AMGE99,AGROPRODUCTOS TARAHUMARA S.P.R. DE R.L.,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,100000,1,point1
"107° 25' 54.0000"" W","28° 27' 31.0000"" N",-107.4316667,28.45861111,2,02CHI134346/09AMGE99,HUERTAS EL POLVORIN; S.P.R. DE R.L. DE C.V.,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,120000,1,point1
"107° 45' 27.0000"" W","28° 50' 35.0000"" N",-107.7575,28.84305556,2,02CHI134351/09APGE99,HUMBERTO QUEZADA COTA,8,43,AGRICOLA,860,GUERRERO-YEPOMERA,42000,1,point1
"107° 30' 40.0000"" W","28° 39' 29.0000"" N",-107.5111111,28.65805556,2,02CHI134361/09AMGE99,AGROPRODUCTOS TARAHUMARA S.P.R. DE R.L.,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,78123,1,point1
"107° 25' 29.0000"" W","28° 28' 00.0000"" N",-107.4247222,28.46666667,2,02CHI134387/09AMGE99,PABLO ISRAEL ESPARZA NATIVIDAD,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,30000,1,point1
"107° 15' 53.0000"" W","28° 24' 52.0000"" N",-107.2647222,28.41444444,2,02CHI134397/09CMGE00,VIRGILIO CASALE ALMEIDA,8,31,DOMESTICO,860,GUERRERO-YEPOMERA,2500,1,point1
"107° 16' 31.0000"" W","28° 26' 07.0000"" N",-107.2752778,28.43527778,2,02CHI134398/09CPGE00,DAVID KOEHN KOEHN,8,31,DOMESTICO,860,GUERRERO-YEPOMERA,1500,1,point1
"107° 28' 37.0000"" W","28° 37' 26.0000"" N",-107.4769444,28.62388889,2,02CHI134501/09AMGE00,ALBERTO GAMEROS TERRAZAS,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,49800,1,point1
"107° 29' 00.0000"" W","28° 23' 55.0000"" N",-107.4833333,28.39861111,2,02CHI134730/09AMGE00,JOSE JESUS MENA LOPEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,360000,1,point1
"107° 16' 18.0000"" W","28° 27' 44.0000"" N",-107.2716667,28.46222222,2,02CHI134746/09AMDL07,BENJAMIN MINGURA HERNANDEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,120000,1,point1
"107° 45' 48.0000"" W","28° 52' 17.0000"" N",-107.7633333,28.87138889,2,02CHI134866/09AMGE00,SANDRA LUZ Y MARIA TERESA ARVIZO ANTILLON,8,43,AGRICOLA,860,GUERRERO-YEPOMERA,180000,1,point1
"107° 44' 38.0000"" W","28° 52' 21.0000"" N",-107.7438889,28.8725,2,02CHI134867/09AMGE00,BEATRIZ EUGENIA Y GUADALUPE  ARVIZO ANTILLON,8,43,AGRICOLA,860,GUERRERO-YEPOMERA,240000,1,point1
"107° 29' 34.0000"" W","28° 35' 58.0000"" N",-107.4927778,28.59944444,2,02CHI134897/09AMGE00,EJIDO PASCUAL OROZCO GRUPO 2,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,240000,1,point1
"107° 26' 49.0000"" W","28° 30' 28.0000"" N",-107.4469444,28.50777778,2,02CHI134908/09AMGE00,CESAR DAVID PEÑAFLORES OROZCO,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,120000,1,point1
"107° 18' 46.0000"" W","28° 22' 30.0000"" N",-107.3127778,28.375,2,02CHI134953/09AMGE00,JACOBO ENNS OLFERT,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,88639,1,point1
"107° 15' 00.0000"" W","28° 25' 55.0000"" N",-107.25,28.43194444,2,02CHI135004/09AMGE00,GUADALUPE GALLEGOS MONTES; MIGUEL ANGEL GALLEGOS BARRERA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,175420,1,point1
"107° 12' 00.0000"" W","28° 25' 40.0000"" N",-107.2,28.42777778,2,02CHI135099/09AMGE00,JUAN PARRA RUBIO,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,180000,1,point1
"107° 28' 24.0000"" W","28° 35' 16.0000"" N",-107.4733333,28.58777778,2,02CHI135205/09AMGE00,ELIGIO MADRID BENCOMO,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,60000,1,point1
"107° 27' 20.0000"" W","28° 30' 12.0000"" N",-107.4555556,28.50333333,2,02CHI135209/09AMGE00,EJIDO GUERRERO POZO 2 LA LAGUNA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,576000,1,point1
"107° 21' 40.0000"" W","28° 28' 20.0000"" N",-107.3611111,28.47222222,2,02CHI135218/09AMGE00,HECTOR AUGUSTO ESTRADA CARAVEO,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,480000,1,point1
"107° 28' 45.0000"" W","28° 24' 10.0000"" N",-107.4791667,28.40277778,2,02CHI135224/09AMGE00,JOSE JESUS MENA LOPEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,72000,1,point1
"107° 32' 05.0000"" W","28° 37' 26.0000"" N",-107.5347222,28.62388889,2,02CHI135225/09AMGE00,MAURICIO GALLEGOS BARRERA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,120000,1,point1
"107° 32' 50.0000"" W","28° 40' 28.0000"" N",-107.5472222,28.67444444,2,02CHI135228/09AMGE00,JOAQUIN MADRID JAQUEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,142550,1,point1
"107° 46' 58.0000"" W","28° 52' 00.0000"" N",-107.7827778,28.86666667,2,02CHI135282/09AMGE00,EDUARDO GARCIA FERNANDEZ,8,43,AGRICOLA,860,GUERRERO-YEPOMERA,216000,1,point1
"107° 30' 12.0000"" W","28° 24' 20.0000"" N",-107.5033333,28.40555556,2,02CHI135285/09AMGE00,IGNACIO ANSELMO GONZALEZ CEPEDA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,180000,1,point1
"107° 27' 32.0000"" W","28° 42' 09.0000"" N",-107.4588889,28.7025,2,02CHI135292/09AMGE00,RICARDO RICO GONZALEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,9000,1,point1
"107° 29' 45.0000"" W","28° 39' 21.0000"" N",-107.4958333,28.65583333,2,02CHI135344/09AMGE00,TEGOMEGANE SOCIEDAD DE PRODUCCION RURAL DE RESPONSABILIDAD LIMITADA DE CAPITAL VARIABLE,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,159120,1,point1
"107° 29' 30.0000"" W","28° 39' 56.0000"" N",-107.4916667,28.66555556,2,02CHI135345/09AMGE00,TEGOMEGANE SOCIEDAD DE PRODUCCION RURAL DE RESPONSABILIDAD LIMITADA DE CAPITAL VARIABLE,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,159120,1,point1
"107° 26' 30.0000"" W","28° 32' 29.0000"" N",-107.4416667,28.54138889,2,02CHI135347/09AMGE00,JOSE RAFAEL ESTRADA COMADURAN,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,244800,1,point1
"107° 27' 48.0000"" W","28° 33' 00.0000"" N",-107.4633333,28.55,2,02CHI135348/09AMGE00,JOSE RAFAEL ESTRADA COMADURAN,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,198767,1,point1
"107° 12' 19.1000"" W","28° 32' 12.0000"" N",-107.2053056,28.53666667,2,02CHI135473/09AMGE00,MIGUEL ANGEL Y MAURICIO GALLEGOS BARRERA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,180000,1,point1
"107° 03' 57.0000"" W","28° 24' 54.0000"" N",-107.0658333,28.415,2,02CHI135518/09AMDL07,ANA ELISA GRAJEDA VILLALPANDO,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,60000,1,point1
"107° 27' 51.0000"" W","28° 32' 04.0000"" N",-107.4641667,28.53444444,2,02CHI135759/09AMGE00,ARNULFO DOMINGUEZ CARREON,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,150000,1,point1
"107° 26' 15.0000"" W","28° 33' 41.0000"" N",-107.4375,28.56138889,2,02CHI135877/09AMGE00,RAFAEL DOMINGUEZ SALAIS,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,40000,1,point1
"107° 28' 10.0000"" W","28° 35' 25.0000"" N",-107.4694444,28.59027778,2,02CHI137423/09AMGE03,CARLOS IGNACIO MARTINEZ PEREZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,180000,1,point1
"107° 16' 12.0000"" W","28° 27' 41.0000"" N",-107.27,28.46138889,2,02CHI139502/09AMDL07,RUBEN MINGURA HERNANDEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,120000,1,point1
"107° 04' 39.0000"" W","28° 22' 13.0000"" N",-107.0775,28.37027778,2,A2CHI102179/09AMGR95,LUIS ANTONIO CORRAL PEREZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,12960,1,point1
"107° 04' 41.0000"" W","28° 22' 01.0000"" N",-107.0780556,28.36694444,2,A2CHI102179/09AMGR95,LUIS ANTONIO CORRAL PEREZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,19440,2,point1
"107° 04' 53.0000"" W","28° 22' 40.0000"" N",-107.0813889,28.37777778,2,A2CHI102179/09AMGR95,LUIS ANTONIO CORRAL PEREZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,25920,3,point1
"107° 04' 45.0000"" W","28° 22' 54.0000"" N",-107.0791667,28.38166667,2,A2CHI102179/09AMGR95,LUIS ANTONIO CORRAL PEREZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,6480,4,point1
"107° 12' 00.0000"" W","28° 27' 15.0000"" N",-107.2,28.45416667,2,A2CHI102183/34AMGR95,SALVADOR CORRAL PIÑON,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,194400,1,point1
"107° 12' 00.0000"" W","28° 27' 24.0000"" N",-107.2,28.45666667,2,A2CHI102183/34AMGR95,SALVADOR CORRAL PIÑON,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,129600,2,point1
"107° 12' 00.0000"" W","28° 27' 00.0000"" N",-107.2,28.45,2,A2CHI102183/34AMGR95,SALVADOR CORRAL PIÑON,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,129600,3,point1
"107° 12' 00.0000"" W","28° 26' 57.0000"" N",-107.2,28.44916667,2,A2CHI102183/34AMGR95,SALVADOR CORRAL PIÑON,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,233280,4,point1
